Kit ID,Borough,Borough_broad,Zipcode,UHF_code,Neighborhood Name,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
13220498,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/15/2014,2014,01/21/2014,0.000,0.044,,0.206,0.022,
18354251,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/20/2018,2018,10/23/2018,0.000,0.042,0.002,0.257,0.024,0.013
17344063,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/31/2017,2017,09/05/2017,0.000,0.041,0.003,0.363,0.030,0.022
17243751,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/10/2017,2017,08/14/2017,0.000,0.039,,0.271,0.024,
16229306,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/03/2016,2016,04/08/2016,0.000,0.038,,0.186,0.052,
13220495,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/08/2014,2014,01/14/2014,0.000,0.036,,0.206,0.034,
18349972,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/01/2018,2018,06/04/2018,0.000,0.029,0.002,0.176,0.045,0.033
18249121,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/15/2018,2018,05/16/2018,0.000,0.026,,0.205,0.046,
20367913,Queens,Queens,11375,405,Ridgewood - Forest Hills,02/05/2020,2020,02/07/2020,0.000,0.026,0.002,0.261,0.021,0.012
19258296,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,03/11/2019,2019,03/13/2019,0.000,0.025,,0.226,0.243,
20267634,Queens,Queens,11375,405,Ridgewood - Forest Hills,01/24/2020,2020,01/27/2020,0.000,0.025,,0.248,0.018,
14220602,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/29/2014,2014,02/04/2014,0.000,0.024,,0.233,0.020,
14220791,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/15/2014,2014,03/18/2014,0.000,0.024,,0.193,0.019,
14300300,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/05/2014,2014,02/10/2014,0.000,0.022,0.002,0.207,0.061,0.012
14300303,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/13/2014,2014,04/18/2014,0.000,0.022,0.005,0.204,0.017,0.014
16329269,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/16/2016,2016,09/22/2016,0.000,0.021,0.000,0.328,0.037,0.023
16234568,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/26/2016,2016,08/29/2016,0.000,0.020,,0.248,0.032,
16235212,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/01/2016,2016,10/05/2016,0.000,0.020,,0.145,0.029,
14300299,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/06/2014,2014,02/11/2014,0.000,0.019,0.002,0.142,0.017,0.011
14300301,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/18/2014,2014,03/20/2014,0.000,0.019,0.000,0.213,0.018,0.009
19266812,Queens,Queens,11375,405,Ridgewood - Forest Hills,01/07/2020,2020,01/09/2020,0.000,0.019,,0.222,0.026,
14300319,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/28/2014,2014,07/02/2014,0.000,0.015,0.003,0.150,0.023,0.018
14221725,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/17/2014,2014,08/20/2014,0.000,0.014,,0.147,0.018,
19266054,Queens,Queens,11375,405,Ridgewood - Forest Hills,01/20/2020,2020,01/22/2020,0.000,0.013,,0.295,0.017,
15223930,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/18/2015,2015,09/22/2015,0.000,0.012,,0.177,0.160,
16232482,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/14/2016,2016,07/19/2016,0.000,0.012,,0.038,0.022,
19259964,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,05/11/2019,2019,05/14/2019,0.000,0.012,,0.252,0.027,
16228696,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/09/2016,2016,04/18/2016,0.000,0.010,,0.154,0.043,
16232456,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/24/2016,2016,06/28/2016,0.000,0.009,,0.117,0.021,
17243198,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/09/2017,2017,07/17/2017,0.000,0.009,,0.143,0.017,
16226889,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/26/2016,2016,03/28/2016,0.000,0.008,,0.084,0.017,
16235085,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/27/2016,2016,10/03/2016,0.000,0.008,,0.163,0.018,
20270783,Queens,Queens,11375,405,Ridgewood - Forest Hills,07/01/2020,2020,07/10/2020,0.000,0.008,,0.139,0.016,
17244033,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/26/2017,2017,08/31/2017,0.000,0.007,,0.011,0.036,
17239756,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/31/2017,2017,08/08/2017,0.000,0.006,,0.136,0.015,
20270306,Queens,Queens,11375,405,Ridgewood - Forest Hills,05/21/2020,2020,05/29/2020,0.000,0.006,,0.135,0.016,
16329278,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/28/2016,2016,12/01/2016,0.000,0.005,0.002,0.033,0.017,0.004
19264560,Queens,Queens,11375,405,Ridgewood - Forest Hills,09/15/2020,2020,09/21/2020,0.000,0.005,,0.285,0.080,
15223218,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/15/2015,2015,06/18/2015,0.000,0.004,,0.116,0.015,
16225595,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/02/2016,2016,04/12/2016,0.000,0.004,,0.334,0.218,
16232912,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/20/2016,2016,07/22/2016,0.000,0.004,,0.140,0.025,
17245221,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/12/2018,2018,02/15/2018,0.000,0.004,,0.135,0.043,
19266449,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,12/10/2019,2019,12/17/2019,0.000,0.004,,0.209,0.272,
20371244,Queens,Queens,11375,405,Ridgewood - Forest Hills,07/22/2020,2020,07/27/2020,0.000,0.004,0.005,0.032,0.018,0.016
16231020,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/02/2016,2016,05/06/2016,0.000,0.003,,0.078,0.071,
16231462,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/01/2016,2016,06/06/2016,0.000,0.003,,0.098,0.050,
18251276,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/25/2018,2018,09/26/2018,0.000,0.003,,0.114,0.010,
19262319,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,07/30/2019,2019,08/05/2019,0.000,0.003,,0.101,0.011,
18256221,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,01/28/2019,2019,01/29/2019,0.000,0.003,,0.224,0.015,
19256791,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,01/12/2019,2019,01/15/2019,0.000,0.003,,0.258,0.020,
20270417,Queens,Queens,11375,405,Ridgewood - Forest Hills,06/05/2020,2020,06/12/2020,0.000,0.003,,0.102,0.022,
20270496,Queens,Queens,11375,405,Ridgewood - Forest Hills,08/16/2020,2020,08/24/2020,0.000,0.003,,0.231,0.020,
20270895,Queens,Queens,11375,405,Ridgewood - Forest Hills,07/06/2020,2020,07/13/2020,0.000,0.003,,0.028,0.015,
20274555,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,10/10/2020,2020,10/19/2020,0.000,0.003,,0.160,0.022,
16225472,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/07/2016,2016,02/12/2016,0.000,0.002,,0.177,0.024,
16234067,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/11/2016,2016,08/16/2016,0.000,0.002,,0.188,0.027,
16233299,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/14/2016,2016,08/19/2016,0.000,0.002,,0.055,0.011,
16235870,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/03/2017,2017,02/07/2017,0.000,0.002,,0.230,0.054,
18247556,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/27/2018,2018,06/01/2018,0.000,0.002,,0.362,0.022,
18250221,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/18/2018,2018,06/21/2018,0.000,0.002,,0.168,0.151,
18248706,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/26/2018,2018,05/04/2018,0.000,0.002,,0.081,0.018,
18248902,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/04/2018,2018,05/08/2018,0.000,0.002,,0.105,0.025,
18252530,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/04/2018,2018,10/09/2018,0.000,0.002,,0.183,0.032,
18255844,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,12/11/2018,2018,12/12/2018,0.000,0.002,,0.144,0.230,
19358228,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,03/20/2019,2019,03/21/2019,0.000,0.002,0.000,0.195,0.301,0.047
18248600,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,03/01/2019,2019,03/04/2019,0.000,0.002,,0.042,0.048,
20375352,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,11/02/2020,2020,11/09/2020,0.000,0.002,0.001,0.124,0.016,0.014
17243620,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/31/2017,2017,08/04/2017,0.000,0.001,,0.130,0.013,
17239614,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,12/11/2017,2017,12/14/2017,0.000,0.001,,0.218,0.017,
17243127,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,05/18/2019,2019,05/23/2019,0.000,0.001,,0.136,0.164,
19260558,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,05/18/2019,2019,05/21/2019,0.000,0.001,,0.209,0.045,
19259482,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,04/14/2019,2019,04/19/2019,0.000,0.001,,0.244,0.123,
19257536,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,03/09/2019,2019,03/14/2019,0.000,0.001,,0.230,0.151,
19257548,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,02/17/2019,2019,02/20/2019,0.000,0.001,,0.326,0.020,
19257926,QUEENS,Queens,11375,405,Ridgewood - Forest Hills,02/18/2019,2019,02/20/2019,0.000,0.001,,0.200,0.267,
16230865,Queens,Queens,11375,405,Ridgewood - Forest Hills,02/19/2020,2020,02/24/2020,0.000,0.001,,0.196,0.149,
20269356,Queens,Queens,11375,405,Ridgewood - Forest Hills,03/24/2020,2020,03/30/2020,0.000,0.001,,0.204,0.205,
20275106,Queens,Queens,11375,405,Ridgewood - Forest Hills,10/27/2020,2020,11/02/2020,0.000,0.001,,0.096,0.037,
13220493,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/14/2014,2014,01/22/2014,0.000,0.000,,0.010,0.043,
13220146,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/17/2014,2014,01/27/2014,0.000,0.000,,0.225,0.345,
14220593,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/24/2014,2014,02/03/2014,0.000,0.000,,0.222,0.128,
14220586,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/26/2014,2014,01/29/2014,0.000,0.000,,0.186,0.079,
14220613,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/07/2014,2014,02/11/2014,0.000,0.000,,0.068,0.025,
14220820,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/03/2014,2014,03/05/2014,0.000,0.000,,0.216,0.082,
14220992,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/29/2014,2014,04/04/2014,0.000,0.000,,0.161,0.060,
14221036,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/03/2014,2014,04/08/2014,0.000,0.000,,0.223,0.283,
14221079,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/27/2014,2014,04/30/2014,0.000,0.000,,0.147,0.016,
14221289,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/22/2014,2014,05/30/2014,0.000,0.000,,0.068,0.027,
14221245,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/24/2014,2014,05/28/2014,0.000,0.000,,0.051,0.087,
14220925,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/05/2014,2014,06/11/2014,0.000,0.000,,0.109,0.038,
14221169,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/17/2014,2014,06/20/2014,0.000,0.000,,0.064,0.009,
14221483,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/30/2014,2014,07/07/2014,0.000,0.000,,0.171,0.121,
14221786,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/31/2014,2014,09/11/2014,0.000,0.000,,0.078,0.039,
14220776,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/18/2014,2014,09/23/2014,0.000,0.000,,0.103,0.105,
14221922,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/28/2014,2014,10/02/2014,0.000,0.000,,0.088,0.020,
14222360,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/06/2015,2015,01/08/2015,0.000,0.000,,0.136,0.138,
15222777,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/15/2015,2015,03/26/2015,0.000,0.000,,0.255,0.043,
15222972,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/26/2015,2015,04/29/2015,0.000,0.000,,0.125,0.039,
15223154,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/19/2015,2015,05/26/2015,0.000,0.000,,0.149,0.162,
15223187,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/30/2015,2015,06/04/2015,0.000,0.000,,0.085,0.010,
15223252,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/16/2015,2015,07/21/2015,0.000,0.000,,0.058,0.018,
15223702,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/31/2015,2015,08/05/2015,0.000,0.000,,0.115,0.017,
15223808,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/12/2015,2015,09/18/2015,0.000,0.000,,0.172,0.042,
15224209,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/06/2015,2015,11/17/2015,0.000,0.000,,0.149,0.138,
15224345,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/14/2015,2015,11/20/2015,0.000,0.000,,0.060,0.043,
15224309,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/15/2015,2015,11/19/2015,0.000,0.000,,0.155,0.034,
15224163,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/30/2015,2015,12/11/2015,0.000,0.000,,0.521,0.404,
15224569,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,12/10/2015,2015,12/16/2015,0.000,0.000,,0.099,0.008,
16224853,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/19/2016,2016,01/25/2016,0.000,0.000,,0.138,0.122,
16225049,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/28/2016,2016,01/29/2016,0.000,0.000,,0.280,0.191,
16225263,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/05/2016,2016,02/17/2016,0.000,0.000,,0.137,0.030,
16225273,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/09/2016,2016,02/17/2016,0.000,0.000,,0.047,0.016,
16225185,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/10/2016,2016,02/17/2016,0.000,0.000,,0.055,0.011,
16225781,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/12/2016,2016,02/17/2016,0.000,0.000,,0.098,0.017,
16225721,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/15/2016,2016,02/22/2016,0.000,0.000,,0.109,0.024,
16225875,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/18/2016,2016,02/22/2016,0.000,0.000,,0.085,0.047,
16225366,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/27/2016,2016,02/29/2016,0.000,0.000,,0.154,0.120,
16226237,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/07/2016,2016,03/11/2016,0.000,0.000,,0.161,0.066,
16226220,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/14/2016,2016,03/17/2016,0.000,0.000,,0.106,0.098,
16225671,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/15/2016,2016,03/18/2016,0.000,0.000,,0.129,0.021,
16226757,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/18/2016,2016,03/22/2016,0.000,0.000,,0.208,0.119,
16227551,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/18/2016,2016,03/19/2016,0.000,0.000,,0.599,0.022,
16226509,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/20/2016,2016,03/28/2016,0.000,0.000,,0.115,0.030,
16227647,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/23/2016,2016,03/28/2016,0.000,0.000,,0.054,0.021,
16228038,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/24/2016,2016,03/28/2016,0.000,0.000,,0.171,0.096,
16228188,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/26/2016,2016,03/31/2016,0.000,0.000,,0.395,0.024,
16228261,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/28/2016,2016,04/01/2016,0.000,0.000,,0.190,0.082,
16227955,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/31/2016,2016,04/04/2016,0.000,0.000,,0.058,0.013,
16228574,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/01/2016,2016,04/12/2016,0.000,0.000,,0.032,0.013,
16228739,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/02/2016,2016,04/08/2016,0.000,0.000,,0.159,0.069,
16228573,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/03/2016,2016,04/08/2016,0.000,0.000,,0.096,0.088,
16227089,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/03/2016,2016,04/08/2016,0.000,0.000,,0.123,0.128,
16229035,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/03/2016,2016,04/08/2016,0.000,0.000,,0.130,0.011,
16329205,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/05/2016,2016,04/06/2016,0.000,0.000,0.000,0.054,0.041,0.026
16230101,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/15/2016,2016,04/19/2016,0.000,0.000,,0.116,0.016,
16230266,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/15/2016,2016,04/20/2016,0.000,0.000,,0.090,0.087,
16229681,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/17/2016,2016,04/21/2016,0.000,0.000,,0.097,0.036,
16228857,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/17/2016,2016,04/22/2016,0.000,0.000,,0.100,0.045,
16230769,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/27/2016,2016,05/02/2016,0.000,0.000,,0.138,0.023,
16227739,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/01/2016,2016,05/10/2016,0.000,0.000,,0.160,0.038,
16226554,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/02/2016,2016,05/03/2016,0.000,0.000,,0.034,0.012,
16230295,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/05/2016,2016,05/12/2016,0.000,0.000,,0.153,0.015,
16231023,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/05/2016,2016,05/10/2016,0.000,0.000,,0.071,0.045,
16231304,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/08/2016,2016,05/12/2016,0.000,0.000,,0.127,0.060,
16231389,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/17/2016,2016,05/20/2016,0.000,0.000,,0.126,0.095,
16231614,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/19/2016,2016,05/23/2016,0.000,0.000,,0.089,0.025,
16231639,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/21/2016,2016,05/27/2016,0.000,0.000,,0.154,0.128,
16231730,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/22/2016,2016,05/27/2016,0.000,0.000,,0.118,0.029,
16231747,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/24/2016,2016,05/31/2016,0.000,0.000,,0.046,0.014,
16228698,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/27/2016,2016,05/31/2016,0.000,0.000,,0.074,0.049,
16231910,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/30/2016,2016,06/06/2016,0.000,0.000,,0.129,0.023,
16230243,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,05/31/2016,2016,06/06/2016,0.000,0.000,,0.202,0.096,
16232122,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/14/2016,2016,06/17/2016,0.000,0.000,,0.084,0.018,
16232449,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/26/2016,2016,07/01/2016,0.000,0.000,,0.182,0.076,
16232444,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,06/30/2016,2016,07/06/2016,0.000,0.000,,0.190,0.178,
16225947,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/12/2016,2016,07/22/2016,0.000,0.000,,0.121,0.049,
16233111,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/20/2016,2016,07/25/2016,0.000,0.000,,0.111,0.052,
16233102,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,07/23/2016,2016,07/29/2016,0.000,0.000,,0.119,0.044,
16233818,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/04/2016,2016,08/10/2016,0.000,0.000,,0.024,0.010,
16233769,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/05/2016,2016,08/12/2016,0.000,0.000,,0.079,0.028,
16233918,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/07/2016,2016,08/12/2016,0.000,0.000,,0.152,0.145,
16233612,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/08/2016,2016,08/16/2016,0.000,0.000,,0.121,0.024,
16226742,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/10/2016,2016,08/16/2016,0.000,0.000,,0.012,0.005,
16234136,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/16/2016,2016,08/19/2016,0.000,0.000,,0.101,0.025,
16233005,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/20/2016,2016,08/26/2016,0.000,0.000,,0.118,0.029,
16234355,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/21/2016,2016,08/25/2016,0.000,0.000,,0.219,0.088,
16231624,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/25/2016,2016,09/02/2016,0.000,0.000,,0.047,0.034,
16234504,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,08/29/2016,2016,09/06/2016,0.000,0.000,,0.222,0.038,
16234732,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/03/2016,2016,09/09/2016,0.000,0.000,,0.053,0.016,
16234756,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/07/2016,2016,09/12/2016,0.000,0.000,,0.088,0.040,
16235084,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,09/27/2016,2016,10/03/2016,0.000,0.000,,0.045,0.016,
16232995,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/02/2016,2016,10/07/2016,0.000,0.000,,0.097,0.034,
16234928,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/04/2016,2016,10/11/2016,0.000,0.000,,0.131,0.093,
16235153,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/22/2016,2016,10/26/2016,0.000,0.000,,0.147,0.038,
16235310,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/29/2016,2016,11/07/2016,0.000,0.000,,0.106,0.014,
16231268,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,10/31/2016,2016,11/07/2016,0.000,0.000,,0.108,0.021,
16232234,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/06/2016,2016,11/16/2016,0.000,0.000,,0.076,0.024,
16235471,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,11/21/2016,2016,11/28/2016,0.000,0.000,,0.158,0.075,
16234708,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/06/2017,2017,01/09/2017,0.000,0.000,,0.220,0.082,
16236766,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/08/2017,2017,01/17/2017,0.000,0.000,,0.042,0.015,
16236775,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,01/13/2017,2017,01/20/2017,0.000,0.000,,0.308,0.207,
17237781,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/08/2017,2017,02/13/2017,0.000,0.000,,0.057,0.019,
17237739,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/09/2017,2017,02/15/2017,0.000,0.000,,0.060,0.014,
16234010,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/10/2017,2017,02/16/2017,0.000,0.000,,0.137,0.165,
13220328,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/11/2017,2017,02/21/2017,0.000,0.000,,0.158,0.025,
17238920,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/21/2017,2017,02/27/2017,0.000,0.000,,0.044,0.055,
17237977,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/24/2017,2017,02/27/2017,0.000,0.000,,0.167,0.126,
17237322,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/25/2017,2017,02/27/2017,0.000,0.000,,0.097,0.030,
17238871,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,02/27/2017,2017,03/02/2017,0.000,0.000,,0.095,0.035,
17239126,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/08/2017,2017,03/10/2017,0.000,0.000,,0.179,0.155,
16236530,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/08/2017,2017,03/15/2017,0.000,0.000,,0.140,0.101,
17239707,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,03/13/2017,2017,03/21/2017,0.000,0.000,,0.153,0.020,
17239624,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/11/2017,2017,04/17/2017,0.000,0.000,,0.294,0.153,
17240571,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/14/2017,2017,04/17/2017,0.000,0.000,,0.098,0.030,
17237924,FOREST HILLS,Queens,11375,405,Ridgewood - Forest Hills,04/18/2017,2017,04/21/2017,0.000,0.000,,0.064,0.020,
