Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
14220980,BAYSIDE,Queens,11361,03/24/2014,2014,03/28/2014,0,0,,0.064,0.032,
14221157,BAYSIDE,Queens,11360,05/14/2014,2014,05/23/2014,0,0,,0.064,0.037,
10203178,BAYSIDE,Queens,11361,06/10/2014,2014,06/17/2014,0.002,0,,0.205,0.138,
14221669,BAYSIDE,Queens,11360,08/06/2014,2014,08/08/2014,0,0,,0.173,0.046,
14221919,BAYSIDE,Queens,11361,09/26/2014,2014,09/29/2014,0,0,,0.082,0.039,
14222033,BAYSIDE,Queens,11361,10/23/2014,2014,10/27/2014,0,0,,0.141,0.162,
15222890,BAYSIDE,Queens,11361,04/07/2015,2015,04/08/2015,0,0,,0.197,0.187,
15223047,BAYSIDE,Queens,11360,05/11/2015,2015,05/14/2015,0,0,,0.306,0.172,
15223172,BAYSIDE,Queens,11361,07/14/2015,2015,07/21/2015,0.001,0,,0.123,0.044,
15224084,BAYSIDE,Queens,11360,10/13/2015,2015,10/20/2015,0,0,,0.141,0.059,
16225238,BAYSIDE,Queens,11360,01/31/2016,2016,02/02/2016,0,0,,0.057,0.04,
16225612,BAYSIDE,Queens,11361,02/12/2016,2016,02/17/2016,0,0,,0.17,0.117,
16226048,BAYSIDE,Queens,11360,02/20/2016,2016,02/23/2016,0.003,0,,0.374,0.039,
16226595,BAYSIDE,Queens,11360,03/14/2016,2016,03/21/2016,0,0,,0.092,0.083,
16226795,BAYSIDE,Queens,11360,03/26/2016,2016,04/04/2016,0,0,,0.126,0.168,
16226946,BAYSIDE,Queens,11361,03/29/2016,2016,04/04/2016,0,0,,0,0,
16228652,BAYSIDE,Queens,11361,04/02/2016,2016,04/05/2016,0.001,0,,0.111,0.016,
16227598,BAYSIDE,Queens,11360,04/03/2016,2016,04/14/2016,0,0,,0.119,0.031,
16228140,BAYSIDE,Queens,11361,04/04/2016,2016,04/08/2016,0.023,0,,0.117,0.051,
16229784,BAYSIDE,Queens,11360,04/08/2016,2016,04/12/2016,0,0,,0.169,0.142,
16228667,BAYSIDE,Queens,11361,04/16/2016,2016,04/25/2016,0,0,,0.095,0.058,
16230389,BAYSIDE,Queens,11361,04/20/2016,2016,04/26/2016,0,0,,0.116,0.093,
16230917,BAYSIDE,Queens,11361,04/30/2016,2016,05/10/2016,0,0,,0.132,0.031,
16231211,BAYSIDE,Queens,11360,06/05/2016,2016,06/09/2016,0,0,,0.081,0.008,
16232083,BAYSIDE,Queens,11361,06/06/2016,2016,06/09/2016,0,0,,0.139,0.16,
16232189,BAYSIDE,Queens,11361,06/09/2016,2016,06/14/2016,0,0,,0.068,0.031,
16232111,BAYSIDE,Queens,11361,06/10/2016,2016,06/17/2016,0.002,0,,0.069,0.033,
16232430,BAYSIDE,Queens,11360,06/25/2016,2016,06/28/2016,0,0,,0.058,0.017,
16232445,BAYSIDE,Queens,11361,06/27/2016,2016,06/30/2016,0.001,0,,0.169,0.091,
16232641,BAYSIDE,Queens,11361,07/01/2016,2016,07/06/2016,0,0,,0.12,0.023,
16232678,BAYSIDE,Queens,11360,07/19/2016,2016,07/26/2016,0,0,,0.103,0.028,
16232847,BAYSIDE,Queens,11361,07/27/2016,2016,08/01/2016,0,0,,0.055,0.026,
16234563,BAYSIDE,Queens,11361,08/27/2016,2016,08/29/2016,0.002,0,,0.096,0.022,
16235399,BAYSIDE,Queens,11361,10/10/2016,2016,10/17/2016,0,0,,0.013,0.014,
16232636,BAYSIDE,Queens,11360,10/21/2016,2016,10/26/2016,0.002,0,,0.163,0.028,
17238333,BAYSIDE,Queens,11360,02/17/2017,2017,02/23/2017,0,0,,0.188,0.17,
17238332,BAYSIDE,Queens,11360,02/18/2017,2017,02/23/2017,0,0,,0.084,0.06,
17239233,BAYSIDE,Queens,11361,02/28/2017,2017,03/02/2017,0,0,,0.149,0.031,
17240809,BAYSIDE,Queens,11361,04/22/2017,2017,04/24/2017,0,0,,0.154,0.101,
17240882,BAYSIDE,Queens,11361,04/23/2017,2017,05/04/2017,0,0,,0.093,0.043,
17241344,BAYSIDE,Queens,11361,05/11/2017,2017,05/15/2017,0,0,,0.238,0.139,
17237768,BAYSIDE,Queens,11361,05/14/2017,2017,05/23/2017,0,0,,0.155,0.018,
17242622,BAYSIDE,Queens,11360,06/11/2017,2017,06/14/2017,0,0,,0.129,0.055,
17242635,BAYSIDE,Queens,11360,06/24/2017,2017,06/29/2017,0.002,0,,0.154,0.092,
17242976,BAYSIDE,Queens,11361,07/01/2017,2017,07/11/2017,0,0,,0.07,0.049,
17243085,BAYSIDE,Queens,11361,07/03/2017,2017,07/05/2017,0,0,,0.124,0.034,
17243454,BAYSIDE,Queens,11360,07/26/2017,2017,08/02/2017,0,0,,0.11,0.018,
17243877,BAYSIDE,Queens,11361,08/19/2017,2017,08/23/2017,0,0,,0.12,0.067,
17243957,BAYSIDE,Queens,11360,09/04/2017,2017,09/12/2017,0,0,,0.046,0.031,
17245572,BAYSIDE,Queens,11361,12/19/2017,2017,12/21/2017,0,0,,0.165,0.021,
18248666,BAYSIDE,Queens,11361,12/10/2018,2018,12/11/2018,0,0,,0.221,0.21,
18255851,BAYSIDE,Queens,11361,12/17/2018,2018,12/21/2018,0,0,,0.074,0.047,
18249328,BAYSIDE,Queens,11360,05/25/2018,2018,05/29/2018,0,0,,0.045,0.026,
18253130,BAYSIDE,Queens,11360,09/30/2018,2018,10/02/2018,0,0,,0.113,0.107,
18252419,BAYSIDE,Queens,11360,10/04/2018,2018,10/09/2018,0,0,,0.114,0.047,
18254638,BAYSIDE,Queens,11360,10/31/2018,2018,11/05/2018,0,0,,0.087,0.022,
18246767,BAYSIDE,Queens,11361,01/22/2018,2018,01/24/2018,0,0,,0.244,0.036,
17240465,BAYSIDE,Queens,11360,12/12/2018,2018,12/17/2018,0,0,,0.175,0.063,
18254444,BAYSIDE,Queens,11361,10/22/2018,2018,10/23/2018,0,0,,0.127,0.083,
18248449,BAYSIDE,Queens,11360,05/02/2018,2018,05/07/2018,0,0,,0.215,0.101,
18253853,BAYSIDE,Queens,11360,10/08/2018,2018,10/11/2018,0.002,0,,0.197,0.037,
18251519,BAYSIDE,Queens,11361,08/24/2018,2018,08/27/2018,0,0,,0.112,0.105,
14221267,BELLEROSE,Queens,11426,05/20/2014,2014,05/28/2014,0.002,0,,0.125,0.035,
14221436,BELLEROSE,Queens,11426,06/23/2014,2014,06/27/2014,0,0,,0.09,0.013,
14221680,BELLEROSE,Queens,11426,09/08/2014,2014,09/10/2014,0,0,,0.121,0.11,
16227103,BELLEROSE,Queens,11426,03/21/2016,2016,03/24/2016,0,0,,0.125,0.068,
16227695,BELLEROSE,Queens,11426,04/03/2016,2016,04/13/2016,0,0,,0.125,0.051,
16229171,BELLEROSE,Queens,11426,04/09/2016,2016,04/15/2016,0,0,,0.138,0.097,
16228745,BELLEROSE,Queens,11426,04/10/2016,2016,04/15/2016,0,0,,0.117,0.13,
16229120,BELLEROSE,Queens,11426,04/16/2016,2016,04/19/2016,0.001,0,,0.089,0.035,
16230701,BELLEROSE,Queens,11426,04/25/2016,2016,04/28/2016,0.001,0,,0.177,0.207,
16228756,BELLEROSE,Queens,11426,05/01/2016,2016,05/06/2016,0,0,,0.125,0.108,
16231157,BELLEROSE,Queens,11426,05/05/2016,2016,05/16/2016,0.001,0,,0.176,0.033,
16234581,BELLEROSE,Queens,11426,10/03/2016,2016,10/11/2016,0.003,0,,0.158,0.038,
16236094,BELLEROSE,Queens,11426,11/18/2016,2016,11/22/2016,0.003,0,,0.117,0.012,
17237138,BELLEROSE,Queens,11426,01/23/2017,2017,01/27/2017,0.002,0,,0.222,0.071,
17240102,BELLEROSE,Queens,11426,04/15/2017,2017,04/20/2017,0,0,,0.223,0.098,
17241638,BELLEROSE,Queens,11426,05/23/2017,2017,05/30/2017,0,0,,0.044,0.022,
17246182,BELLEROSE,Queens,11426,12/15/2017,2017,12/19/2017,0,0,,0.138,0.02,
17246247,BELLEROSE,Queens,11426,12/18/2017,2017,12/21/2017,0.001,0,,0.203,0.208,
18246685,BELLEROSE,Queens,11426,06/16/2018,2018,06/26/2018,0.003,0,,0.181,0.019,
18247246,BELLEROSE,Queens,11426,02/20/2018,2018,02/22/2018,0,0,,0.233,0.097,
18255233,BELLEROSE,Queens,11426,11/17/2018,2018,11/20/2018,0,0,,0.161,0.023,
17246309,BELLEROSE,Queens,11426,11/04/2018,2018,11/07/2018,0,0,,0.118,0.033,
18248069,BELLEROSE,Queens,11426,06/10/2018,2018,06/13/2018,0,0,,0.094,0.017,
18251152,BELLEROSE,Queens,11426,08/01/2018,2018,08/02/2018,0,0,,0.099,0.106,
18246666,BELLEROSE,Queens,11426,01/22/2018,2018,01/23/2018,0,0,,0.174,0.088,
17246365,BELLEROSE,Queens,11426,02/27/2018,2018,02/28/2018,0,0,,0.131,0.093,
18250182,BELLEROSE,Queens,11426,06/18/2018,2018,06/21/2018,0,0,,0.066,0.022,
18248740,BELLEROSE,Queens,11426,05/01/2018,2018,05/08/2018,0,0,,0.08,0.026,
14221767,BREEZY POINT,Queens,11697,09/26/2014,2014,10/02/2014,0.003,0,,0.193,0.081,
17242539,BREEZY POINT,Queens,11697,06/06/2017,2017,06/12/2017,0.002,0,,0.175,0.029,
17243628,BREEZY POINT,Queens,11697,08/03/2017,2017,08/08/2017,0.002,0,,0.109,0.022,
13220319,BRONX,Bronx,10467,01/15/2014,2014,01/22/2014,0,0,,0.062,0.007,
14220595,BRONX,Bronx,10452,01/25/2014,2014,02/06/2014,0.002,0,,0.227,0.013,
13220427,BRONX,Bronx,10465,01/27/2014,2014,02/05/2014,0,0,,0.291,0.073,
14220630,BRONX,Bronx,10462,01/28/2014,2014,01/30/2014,0,0,,0.17,0.036,
14220659,BRONX,Bronx,10463,02/11/2014,2014,02/20/2014,0.001,0,,0.113,0.127,
14220790,BRONX,Bronx,10469,02/27/2014,2014,03/03/2014,0,0,,0.18,0.199,
14220863,BRONX,Bronx,10467,03/07/2014,2014,03/12/2014,0,0,,0.198,0.018,
14220958,BRONX,Bronx,10467,03/22/2014,2014,03/27/2014,0,0,,0.056,0.022,
14220944,BRONX,Bronx,10464,04/09/2014,2014,04/14/2014,0,0,,0.181,0.033,
14221110,BRONX,Bronx,10475,04/19/2014,2014,04/24/2014,0.021,0,,0.045,0.024,
14221149,BRONX,Bronx,10456,04/29/2014,2014,05/06/2014,0,0,,0.048,0.092,
14221075,BRONX,Bronx,10471,04/29/2014,2014,05/05/2014,0,0,,0.162,0.025,
14221166,BRONX,Bronx,10469,04/30/2014,2014,05/05/2014,0.002,0,,0.216,0.049,
14221262,BRONX,Bronx,10466,05/20/2014,2014,05/27/2014,0.001,0,,0.11,0.016,
14221095,BRONX,Bronx,10470,05/29/2014,2014,07/09/2014,0,0,,0.079,0.017,
14221230,BRONX,Bronx,10471,06/10/2014,2014,06/13/2014,0.001,0,,0.216,0.076,
14221376,BRONX,Bronx,10460,06/11/2014,2014,06/16/2014,0.002,0,,0.19,0.038,
14221579,BRONX,Bronx,10451,07/25/2014,2014,07/28/2014,0,0,,0.146,0.051,
14221573,BRONX,Bronx,10457,08/01/2014,2014,08/04/2014,0.001,0,,0.082,0.014,
14221638,BRONX,Bronx,10467,08/10/2014,2014,08/15/2014,0,0,,0.038,0.011,
14221634,BRONX,Bronx,10467,08/13/2014,2014,08/20/2014,0,0,,0.172,0.156,
14221780,BRONX,Bronx,10465,08/29/2014,2014,09/02/2014,0,0,,0.049,0.082,
14221784,BRONX,Bronx,10469,09/01/2014,2014,09/04/2014,0,0,,0.14,0.099,
14221719,BRONX,Bronx,10471,09/09/2014,2014,09/11/2014,0,0,,0.049,0.009,
14221894,BRONX,Bronx,10467,09/22/2014,2014,09/25/2014,0,0,,0.166,0.019,
14221898,BRONX,Bronx,10466,09/24/2014,2014,09/29/2014,0,0,,0.099,0.058,
14221927,BRONX,Bronx,10462,09/29/2014,2014,10/01/2014,0,0,,0.025,0.017,
14221835,BRONX,Bronx,10453,09/30/2014,2014,10/08/2014,0,0,,0.161,0.016,
14222082,BRONX,Bronx,10462,10/28/2014,2014,11/03/2014,0,0,,0.134,0.08,
14222186,BRONX,Bronx,10463,11/25/2014,2014,11/28/2014,0.013,0,,0.081,0.001,
10206767,BRONX,Bronx,10462,12/03/2014,2014,12/16/2014,0.001,0,,0.188,0.057,
14222244,BRONX,Bronx,10465,12/19/2014,2014,12/22/2014,0.004,0,,0.129,0.074,
14222341,BRONX,Bronx,10463,12/30/2014,2014,01/02/2015,0.001,0,,0.157,0.095,
14222372,BRONX,Bronx,10469,01/01/2015,2015,01/07/2015,0,0,,0.036,0.007,
14222347,BRONX,Bronx,10471,01/03/2015,2015,01/09/2015,0,0,,0.151,0.058,
14222420,BRONX,Bronx,10471,01/04/2015,2015,01/12/2015,0,0,,0.138,0.066,
14222190,BRONX,Bronx,10465,01/09/2015,2015,01/12/2015,0,0,,0.164,0.12,
15222455,BRONX,Bronx,10457,01/11/2015,2015,01/16/2015,0,0,,0.127,0.009,
15222492,BRONX,Bronx,10460,01/22/2015,2015,01/29/2015,0,0,,0.212,0.111,
15222593,BRONX,Bronx,10461,02/05/2015,2015,02/09/2015,0.001,0,,0.138,0.015,
15222587,BRONX,Bronx,10463,02/08/2015,2015,02/11/2015,0,0,,0.153,0.148,
15222597,BRONX,Bronx,10467,02/11/2015,2015,02/18/2015,0,0,,0.163,0.053,
15222599,BRONX,Bronx,10467,02/11/2015,2015,02/18/2015,0,0,,0.134,0.156,
15222544,BRONX,Bronx,10463,02/21/2015,2015,02/23/2015,0,0,,0.162,0.13,
15222683,BRONX,Bronx,10458,02/23/2015,2015,02/26/2015,0,0,,0.043,0.018,
15222692,BRONX,Bronx,10467,02/28/2015,2015,03/05/2015,0,0,,0.125,0.049,
15300353,BRONX,Bronx,10463,03/23/2015,2015,03/26/2015,0,0,0,0.183,0.044,0.049
15222842,BRONX,Bronx,10464,03/31/2015,2015,04/06/2015,0,0,,0.209,0.216,
15222869,BRONX,Bronx,10469,04/02/2015,2015,04/07/2015,0,0,,0.12,0.221,
15222888,BRONX,Bronx,10463,04/07/2015,2015,04/13/2015,0,0,,0.055,0.034,
15222898,BRONX,Bronx,10469,04/09/2015,2015,04/13/2015,0,0,,0.149,0.122,
15222961,BRONX,Bronx,10466,04/16/2015,2015,04/20/2015,0,0,,0.032,0.005,
15223006,BRONX,Bronx,10470,04/25/2015,2015,04/28/2015,0,0,,0.037,0.01,
15223088,BRONX,Bronx,10463,05/05/2015,2015,05/12/2015,0,0,,0.169,0.123,
15223003,BRONX,Bronx,10458,06/01/2015,2015,06/03/2015,0.011,0,,0.08,0.013,
15223496,BRONX,Bronx,10470,07/18/2015,2015,07/22/2015,0.006,0,,0.057,0.008,
15223550,BRONX,Bronx,10462,07/20/2015,2015,07/23/2015,0,0,,0.023,0.015,
15222465,BRONX,Bronx,10471,07/26/2015,2015,08/04/2015,0,0,,0.121,0.026,
15223586,BRONX,Bronx,10467,07/29/2015,2015,08/04/2015,0.002,0,,0.04,0.009,
15223703,BRONX,Bronx,10467,08/03/2015,2015,08/11/2015,0,0,,0.1,0.015,
15223436,BRONX,Bronx,10457,08/05/2015,2015,08/11/2015,0,0,,0.034,0.013,
15223839,BRONX,Bronx,10467,08/25/2015,2015,09/01/2015,0,0,,0.372,0.16,
15223557,BRONX,Bronx,10469,08/31/2015,2015,09/08/2015,0,0,,0.18,0.118,
15223865,BRONX,Bronx,10475,09/03/2015,2015,09/08/2015,0.004,0,,0.093,0.023,
15223956,BRONX,Bronx,10460,09/17/2015,2015,09/24/2015,0,0,,0.044,0.039,
15224079,BRONX,Bronx,10457,10/14/2015,2015,10/20/2015,0,0,,0.007,0.007,
15224043,BRONX,Bronx,10468,10/17/2015,2015,10/26/2015,0,0,,0.064,0.017,
15224130,BRONX,Bronx,10470,10/20/2015,2015,10/26/2015,0,0,,0.144,0.123,
15224153,BRONX,Bronx,10461,11/16/2015,2015,11/23/2015,0.002,0,,0.25,0.146,
15224331,BRONX,Bronx,10452,11/17/2015,2015,11/23/2015,0.001,0,,0.071,0.022,
15223367,BRONX,Bronx,10466,11/17/2015,2015,11/23/2015,0,0,,0.184,0.19,
15224322,BRONX,Bronx,10467,11/18/2015,2015,11/25/2015,0,0,,0.158,0.058,
15224432,BRONX,Bronx,10466,12/03/2015,2015,12/10/2015,0,0,,0.08,0.102,
15224098,BRONX,Bronx,10461,12/06/2015,2015,12/15/2015,0,0,,0.137,0.098,
15224531,BRONX,Bronx,10471,12/07/2015,2015,12/15/2015,0,0,,0.133,0.109,
15224561,BRONX,Bronx,10472,12/08/2015,2015,12/16/2015,0,0,,0.075,0.055,
15224560,BRONX,Bronx,10470,12/12/2015,2015,12/21/2015,0,0,,0.14,0.02,
15224665,BRONX,Bronx,10469,12/27/2015,2015,12/30/2015,0,0,,0.033,0.235,
15224712,BRONX,Bronx,10463,01/18/2016,2016,01/22/2016,0,0,,0.092,0.044,
16224937,BRONX,Bronx,10462,01/23/2016,2016,01/29/2016,0.001,0,,0.115,0.067,
16225008,BRONX,Bronx,10461,01/28/2016,2016,02/01/2016,0,0,,0.048,0.016,
16225148,BRONX,Bronx,10467,01/29/2016,2016,02/04/2016,0,0,,0.009,0.009,
15224701,BRONX,Bronx,10457,01/29/2016,2016,02/04/2016,0,0,,0.074,0.046,
16225042,BRONX,Bronx,10467,02/03/2016,2016,02/09/2016,0,0,,0.191,0.031,
16224939,BRONX,Bronx,10452,02/08/2016,2016,02/16/2016,0,0,,0.133,0.099,
16225593,BRONX,Bronx,10462,02/13/2016,2016,02/17/2016,0.002,0,,0.081,0.039,
16225513,BRONX,Bronx,10463,02/14/2016,2016,02/22/2016,0,0,,0.131,0.136,
16225553,BRONX,Bronx,10454,02/14/2016,2016,02/23/2016,0,0,,0.06,0.009,
16225786,BRONX,Bronx,10461,02/16/2016,2016,02/19/2016,0,0,,0.211,0.061,
16226033,BRONX,Bronx,10458,03/02/2016,2016,03/08/2016,0,0,,0.33,0.029,
16225814,BRONX,Bronx,10458,03/07/2016,2016,03/17/2016,0,0,,0.039,0.035,
16226143,BRONX,Bronx,10463,03/08/2016,2016,03/11/2016,0,0,,0.068,0.012,
15223560,BRONX,Bronx,10471,03/15/2016,2016,03/18/2016,0,0,,0.126,0.03,
16227413,BRONX,Bronx,10465,03/18/2016,2016,03/19/2016,0,0,,0.049,0.022,
16227546,BRONX,Bronx,10460,03/18/2016,2016,03/19/2016,0,0,,0.158,0.064,
16227351,BRONX,Bronx,10472,03/18/2016,2016,03/19/2016,0,0,,0.033,0.008,
16227374,BRONX,Bronx,10467,03/18/2016,2016,03/19/2016,0.002,0,,0.056,0.022,
16227523,BRONX,Bronx,10456,03/18/2016,2016,03/19/2016,0.005,0,,0.526,0.045,
16227562,Bronx,Bronx,10458,03/18/2016,2016,03/19/2016,0.007,0,,0.047,0.005,
16227402,BRONX,Bronx,10466,03/18/2016,2016,03/19/2016,0,0,,0.031,0.033,
16227415,BRONX,Bronx,10465,03/18/2016,2016,03/19/2016,0,0,,0.043,0.008,
16227494,BRONX,Bronx,10456,03/18/2016,2016,03/19/2016,0,0,,0.01,0.004,
16227353,BRONX,Bronx,10472,03/18/2016,2016,03/19/2016,0.002,0,,0.036,0.007,
16227525,BRONX,Bronx,10456,03/18/2016,2016,03/19/2016,0.001,0,,0.179,0.031,
16227570,BRONX,Bronx,10451,03/18/2016,2016,03/19/2016,0.006,0,,0.049,0.019,
16227403,BRONX,Bronx,10466,03/18/2016,2016,03/19/2016,0,0,,0.057,0.047,
16227363,BRONX,Bronx,10469,03/18/2016,2016,03/19/2016,0.006,0,,0.126,0.038,
16227422,BRONX,Bronx,10472,03/18/2016,2016,03/19/2016,0,0,,0.037,0.017,
16227388,BRONX,Bronx,10463,03/18/2016,2016,03/19/2016,0,0,,0.057,0.032,
16227404,BRONX,Bronx,10466,03/18/2016,2016,03/19/2016,0,0,,0.011,0.019,
16227405,BRONX,Bronx,10466,03/18/2016,2016,03/19/2016,0,0,,0.028,0.041,
16227386,BRONX,Bronx,10463,03/18/2016,2016,03/19/2016,0,0,,0.026,0.005,
16227438,BRONX,Bronx,10473,03/18/2016,2016,03/19/2016,0,0,,0.045,0.015,
16227385,BRONX,Bronx,10463,03/18/2016,2016,03/19/2016,0,0,,0.031,0.021,
16227434,BRONX,Bronx,10452,03/18/2016,2016,03/19/2016,0.002,0,,0.066,0.03,
16227384,BRONX,Bronx,10463,03/18/2016,2016,03/19/2016,0.001,0,,0.045,0.018,
16227528,BRONX,Bronx,10454,03/18/2016,2016,03/19/2016,0,0,,0.031,0.007,
16227382,BRONX,Bronx,10463,03/18/2016,2016,03/19/2016,0.002,0,,0.087,0.041,
16227529,BRONX,Bronx,10454,03/18/2016,2016,03/19/2016,0,0,,0.139,0.035,
16227517,BRONX,Bronx,10454,03/18/2016,2016,03/19/2016,0,0,,0.01,0.013,
16227775,BRONX,Bronx,10451,03/19/2016,2016,04/01/2016,0,0,,0.05,0.03,
16227601,BRONX,Bronx,10465,03/21/2016,2016,03/25/2016,0,0,,0.087,0.068,
16227098,BRONX,Bronx,10463,03/21/2016,2016,03/28/2016,0.003,0,,0.106,0.04,
16226415,BRONX,Bronx,10463,03/22/2016,2016,04/01/2016,0.001,0,,0.099,0.037,
16226756,BRONX,Bronx,10463,03/22/2016,2016,03/30/2016,0,0,,0.097,0.044,
16227727,BRONX,Bronx,10453,03/23/2016,2016,03/28/2016,0,0,,0.107,0.01,
16227664,BRONX,Bronx,10453,03/23/2016,2016,03/28/2016,0,0,,0.105,0.011,
16226594,BRONX,Bronx,10472,03/24/2016,2016,03/28/2016,0.011,0,,0.132,0.028,
16226046,BRONX,Bronx,10463,03/25/2016,2016,03/31/2016,0,0,,0.067,0.023,
16226905,BRONX,Bronx,10463,03/25/2016,2016,03/31/2016,0,0,,0.08,0.018,
16226903,BRONX,Bronx,10466,03/25/2016,2016,04/04/2016,0,0,,0.033,0.007,
16227832,BRONX,Bronx,10463,03/27/2016,2016,03/31/2016,0,0,,0.169,0.03,
16228321,BRONX,Bronx,10467,03/27/2016,2016,03/31/2016,0,0,,0.017,0.026,
16228229,BRONX,Bronx,10466,03/28/2016,2016,04/01/2016,0,0,,0.156,0.153,
16227655,BRONX,Bronx,10457,03/28/2016,2016,04/04/2016,0,0,,0.276,0.07,
16228007,BRONX,Bronx,10463,03/28/2016,2016,03/31/2016,0,0,,0.195,0.163,
16226199,BRONX,Bronx,10451,03/29/2016,2016,04/07/2016,0,0,,0.032,0.065,
16228404,BRONX,Bronx,10460,03/30/2016,2016,04/07/2016,0,0,,0.038,0.011,
16228050,BRONX,Bronx,10461,03/31/2016,2016,04/12/2016,0,0,,0.037,0.01,
16226822,BRONX,Bronx,10465,04/01/2016,2016,04/05/2016,0,0,,0.14,0.057,
16228122,BRONX,Bronx,10462,04/01/2016,2016,04/08/2016,0.002,0,,0.101,0.019,
16227717,BRONX,Bronx,10466,04/03/2016,2016,04/08/2016,0,0,,0.052,0.008,
16228761,BRONX,Bronx,10458,04/04/2016,2016,04/11/2016,0,0,,0.021,0.013,
16228762,BRONX,Bronx,10458,04/04/2016,2016,04/11/2016,0,0,,0.049,0.03,
16228619,BRONX,Bronx,10461,04/04/2016,2016,04/11/2016,0,0,,0.136,0.012,
16227055,BRONX,Bronx,10467,04/05/2016,2016,04/08/2016,0,0,,0.064,0.015,
16228706,BRONX,Bronx,10461,04/06/2016,2016,04/15/2016,0,0,,0.219,0.023,
16229934,BRONX,Bronx,10471,04/08/2016,2016,04/11/2016,0.002,0,,0.175,0.057,
16226674,BRONX,Bronx,10471,04/08/2016,2016,04/12/2016,0,0,,0.145,0.134,
16229804,BRONX,Bronx,10471,04/08/2016,2016,04/14/2016,0,0,,0.147,0.055,
16229491,BRONX,Bronx,10462,04/09/2016,2016,04/14/2016,0.002,0,,0.208,0.071,
16229490,BRONX,Bronx,10462,04/09/2016,2016,04/14/2016,0,0,,0.318,0.052,
16229355,BRONX,Bronx,10462,04/09/2016,2016,04/15/2016,0,0,,0.079,0.05,
16230111,BRONX,Bronx,10472,04/12/2016,2016,04/15/2016,0,0,,0.027,0.013,
16228207,BRONX,Bronx,10463,04/12/2016,2016,04/15/2016,0,0,,0.07,0.03,
16229627,BRONX,Bronx,10475,04/13/2016,2016,04/18/2016,0,0,,0.308,0.22,
16230031,BRONX,Bronx,10462,04/13/2016,2016,04/21/2016,0,0,,0.221,0.025,
16230131,BRONX,Bronx,10475,04/13/2016,2016,04/26/2016,0,0,,0.094,0.088,
16230029,BRONX,Bronx,10462,04/14/2016,2016,04/22/2016,0.001,0,,0.192,0.031,
16229388,BRONX,Bronx,10471,04/14/2016,2016,04/19/2016,0,0,,0.201,0.02,
16224967,BRONX,Bronx,10455,04/15/2016,2016,04/26/2016,0,0,,0.16,0.019,
16229994,BRONX,Bronx,10466,04/16/2016,2016,04/19/2016,0,0,,0.077,0.02,
16230027,BRONX,Bronx,10469,04/16/2016,2016,04/21/2016,0,0,,0.125,0.088,
16230239,BRONX,Bronx,10467,04/17/2016,2016,04/20/2016,0,0,,0.134,0.016,
16230452,BRONX,Bronx,10458,04/17/2016,2016,04/26/2016,0.002,0,,0.09,0.009,
16228189,BRONX,Bronx,10462,04/18/2016,2016,04/21/2016,0,0,,0.168,0.038,
16230081,BRONX,Bronx,10467,04/20/2016,2016,04/25/2016,0,0,,0.031,0.007,
16230306,BRONX,Bronx,10463,04/20/2016,2016,05/02/2016,0,0,,0.119,0.102,
16230242,BRONX,Bronx,10463,04/21/2016,2016,04/26/2016,0,0,,0.194,0.056,
16229916,BRONX,Bronx,10463,04/22/2016,2016,04/26/2016,0,0,,0.23,0.044,
16229961,BRONX,Bronx,10466,04/25/2016,2016,04/29/2016,0,0,,0.249,0.041,
16230566,BRONX,Bronx,10463,04/25/2016,2016,05/06/2016,0.004,0,,0.153,0.052,
16230647,BRONX,Bronx,10451,04/27/2016,2016,05/10/2016,0,0,,0.127,0.042,
16229329,BRONX,Bronx,10463,04/29/2016,2016,05/02/2016,0,0,,0.194,0.023,
16227824,BRONX,Bronx,10451,04/29/2016,2016,05/02/2016,0,0,,0.086,0.026,
16228940,BRONX,Bronx,10471,04/30/2016,2016,05/06/2016,0.002,0,,0.233,0.196,
16226057,BRONX,Bronx,10453,05/02/2016,2016,05/09/2016,0,0,,0.013,0.006,
16231036,BRONX,Bronx,10475,05/02/2016,2016,05/09/2016,0,0,,0.027,0.001,
16226410,BRONX,Bronx,10463,05/03/2016,2016,05/10/2016,0,0,,0.18,0.086,
16231075,BRONX,Bronx,10475,05/03/2016,2016,05/10/2016,0,0,,0.07,0.02,
16230857,BRONX,Bronx,10475,05/05/2016,2016,05/09/2016,0,0,,0.062,0.015,
16230350,BRONX,Bronx,10468,05/05/2016,2016,05/10/2016,0,0,,0.216,0.016,
16226926,BRONX,Bronx,10463,05/05/2016,2016,05/10/2016,0.003,0,,0.168,0.055,
16231138,BRONX,Bronx,10475,05/06/2016,2016,05/10/2016,0,0,,0.045,0.011,
16230044,BRONX,Bronx,10463,05/06/2016,2016,05/10/2016,0,0,,0.248,0.178,
16231137,BRONX,Bronx,10465,05/06/2016,2016,05/11/2016,0.012,0,,0.48,0.029,
16230926,BRONX,Bronx,10467,05/06/2016,2016,05/10/2016,0.001,0,,0.017,0.035,
16231044,BRONX,Bronx,10475,05/07/2016,2016,05/11/2016,0,0,,0.084,0.011,
