Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
19266090,BROOKLYN,Brooklyn,11222,12/02/2019,2019,12/04/2019,0,0,,0.35,0.101,
19265637,BROOKLYN,Brooklyn,11208,11/29/2019,2019,12/04/2019,0,0,,0.211,0.301,
19265988,BROOKLYN,Brooklyn,11226,11/29/2019,2019,12/04/2019,0.001,0,,0.122,0.045,
19265706,BROOKLYN,Brooklyn,11235,12/02/2019,2019,12/04/2019,0,0,,0.188,0.045,
19265593,BROOKLYN,Brooklyn,11222,11/24/2019,2019,12/04/2019,0,0,,0.24,0.082,
19266005,BROOKLYN,Brooklyn,11217,11/30/2019,2019,12/03/2019,0,0,,0.208,0.102,
19266061,BROOKLYN,Brooklyn,11216,12/02/2019,2019,12/03/2019,0,0,,0.091,0.012,
19266015,BROOKLYN,Brooklyn,11209,11/28/2019,2019,12/02/2019,0,0,,0.05,0.027,
19265319,BROOKLYN,Brooklyn,11214,11/28/2019,2019,12/02/2019,0,0,,0.162,0.05,
19265880,BROOKLYN,Brooklyn,11201,11/28/2019,2019,12/02/2019,0.001,0,,0.176,0.028,
19262817,BROOKLYN,Brooklyn,11221,11/30/2019,2019,12/02/2019,0,0,,0.067,0.068,
19257312,BROOKLYN,Brooklyn,11201,11/29/2019,2019,12/02/2019,0,0,,0.159,0.043,
19265357,BROOKLYN,Brooklyn,11233,11/27/2019,2019,11/29/2019,0.017,0,,0.298,0.362,
19261587,BROOKLYN,Brooklyn,11209,11/26/2019,2019,11/29/2019,0,0,,0.303,0.08,
19365741,BROOKLYN,Brooklyn,11213,11/26/2019,2019,11/27/2019,0.007,0,0,0.171,0.016,0.01
19265249,BROOKLYN,Brooklyn,11215,11/25/2019,2019,11/27/2019,0,0,,0.2,0.046,
18251234,BROOKLYN,Brooklyn,11201,11/26/2019,2019,11/27/2019,0,0,,0.108,0.046,
19265522,BROOKLYN,Brooklyn,11231,11/15/2019,2019,11/27/2019,0,0,,0.137,0.036,
19265754,BROOKLYN,Brooklyn,11215,11/26/2019,2019,11/27/2019,0,0,,0.095,0.023,
19264996,BROOKLYN,Brooklyn,11226,10/24/2019,2019,11/27/2019,0.002,0,,0.209,0,
19265827,BROOKLYN,Brooklyn,11217,11/22/2019,2019,11/26/2019,0,0,,0.169,0.055,
19265910,BROOKLYN,Brooklyn,11219,11/24/2019,2019,11/26/2019,0,0,,0.053,0.015,
19265923,BROOKLYN,Brooklyn,11215,11/25/2019,2019,11/26/2019,0.001,0,,0.448,0.068,
19265239,BROOKLYN,Brooklyn,11201,11/20/2019,2019,11/25/2019,0,0,,0.165,0.077,
19265141,BROOKLYN,Brooklyn,11201,11/15/2019,2019,11/25/2019,0,0,,0.172,0.05,
19265243,BROOKLYN,Brooklyn,11222,11/18/2019,2019,11/25/2019,0,0,,0.029,0.04,
19265645,BROOKLYN,Brooklyn,11230,11/23/2019,2019,11/25/2019,0,0,,0.181,0.03,
19265459,BROOKLYN,Brooklyn,11201,11/20/2019,2019,11/25/2019,0,0,,0.239,0.077,
19265813,BROOKLYN,Brooklyn,11212,11/23/2019,2019,11/25/2019,0,0,,0.183,0.062,
19263602,BROOKLYN,Brooklyn,11238,11/22/2019,2019,11/25/2019,0,0,,0.034,0.017,
19265531,BROOKLYN,Brooklyn,11226,11/21/2019,2019,11/25/2019,0,0,,0.042,0.044,
19265777,BROOKLYN,Brooklyn,11201,11/20/2019,2019,11/25/2019,0,0,,0.181,0.046,
19265370,BROOKLYN,Brooklyn,11206,11/22/2019,2019,11/25/2019,0,0,,0.125,0.02,
19265614,BROOKLYN,Brooklyn,11207,11/16/2019,2019,11/22/2019,0,0,,0.025,0.016,
19265644,BROOKLYN,Brooklyn,11206,11/15/2019,2019,11/22/2019,0,0,,0.347,0.198,
19265410,BROOKLYN,Brooklyn,11233,11/17/2019,2019,11/22/2019,0,0,,0.033,0.026,
19265722,BROOKLYN,Brooklyn,11217,11/19/2019,2019,11/22/2019,0,0,,0.085,0.028,
19265584,BROOKLYN,Brooklyn,11223,11/19/2019,2019,11/22/2019,0,0,,0.268,0.023,
18250177,BROOKLYN,Brooklyn,11218,11/14/2019,2019,11/22/2019,0.001,0,,0.188,0.178,
19265712,BROOKLYN,Brooklyn,11221,11/17/2019,2019,11/20/2019,0,0,,0.155,0.048,
19265728,BROOKLYN,Brooklyn,11211,11/16/2019,2019,11/20/2019,0.001,0,,0.199,0.177,
19264396,BROOKLYN,Brooklyn,11212,11/03/2019,2019,11/20/2019,0,0,,0.024,0.065,
19265419,BROOKLYN,Brooklyn,11220,11/19/2019,2019,11/20/2019,0.001,0,,0.247,0.126,
19265730,BROOKLYN,Brooklyn,11217,11/17/2019,2019,11/20/2019,0,0,,0.209,0.174,
19265714,BROOKLYN,Brooklyn,11217,11/17/2019,2019,11/20/2019,0,0,,0.23,0.055,
19265660,BROOKLYN,Brooklyn,11226,11/18/2019,2019,11/20/2019,0,0,,0.282,0.063,
19265305,BROOKLYN,Brooklyn,11236,11/19/2019,2019,11/20/2019,0,0,,0.265,0.239,
19264025,BROOKLYN,Brooklyn,11216,11/16/2019,2019,11/20/2019,0,0,,0.205,0.037,
19265617,BROOKLYN,Brooklyn,11226,11/15/2019,2019,11/20/2019,0,0,,0.024,0.022,
18247576,BROOKLYN,Brooklyn,11230,11/18/2019,2019,11/19/2019,0,0,,0.2,0.054,
19265536,BROOKLYN,Brooklyn,11231,11/18/2019,2019,11/19/2019,0,0,,0.226,0.116,
19259041,BROOKLYN,Brooklyn,11217,11/18/2019,2019,11/19/2019,0,0,,0.241,0.034,
19265451,BROOKLYN,Brooklyn,11225,11/10/2019,2019,11/19/2019,0.001,0,,0.073,0.013,
19265583,BROOKLYN,Brooklyn,11221,11/15/2019,2019,11/18/2019,0,0,,0.264,0.215,
19265369,BROOKLYN,Brooklyn,11238,11/12/2019,2019,11/18/2019,0,0,,0.238,0.133,
19265632,BROOKLYN,Brooklyn,11201,11/16/2019,2019,11/18/2019,0,0,,0.399,0.175,
19265280,BROOKLYN,Brooklyn,11226,11/10/2019,2019,11/18/2019,0,0,,0.272,0.105,
19265535,BROOKLYN,Brooklyn,11225,11/15/2019,2019,11/18/2019,0,0,,0.316,0.177,
19265323,Brooklyn,Brooklyn,11249,11/15/2019,2019,11/18/2019,0,0,,0.377,0.314,
19265586,BROOKLYN,Brooklyn,11213,11/15/2019,2019,11/18/2019,0,0,,0.265,0.087,
19265475,BROOKLYN,Brooklyn,11211,11/14/2019,2019,11/18/2019,0,0,,0.159,0.02,
19262305,BROOKLYN,Brooklyn,11211,11/15/2019,2019,11/18/2019,0,0,,0.197,0.07,
19265624,BROOKLYN,Brooklyn,11224,11/15/2019,2019,11/18/2019,0,0,,0.117,0.055,
19265460,BROOKLYN,Brooklyn,11234,11/13/2019,2019,11/15/2019,0,0,,0.338,0.213,
19265558,BROOKLYN,Brooklyn,11229,11/14/2019,2019,11/15/2019,0.002,0,,0.243,0.042,
19261318,BROOKLYN,Brooklyn,11232,11/03/2019,2019,11/15/2019,0,0,,0.447,0.046,
19265494,BROOKLYN,Brooklyn,11214,11/13/2019,2019,11/15/2019,0.021,0,,0.517,0.046,
19263835,BROOKLYN,Brooklyn,11229,11/14/2019,2019,11/15/2019,0,0,,0.152,0.077,
19265235,BROOKLYN,Brooklyn,11215,11/11/2019,2019,11/14/2019,0,0,,0.271,0.111,
19265244,BROOKLYN,Brooklyn,11210,11/11/2019,2019,11/14/2019,0,0,,0.2,0.162,
19263262,BROOKLYN,Brooklyn,11216,11/04/2019,2019,11/14/2019,0,0,,0.205,0.046,
19265470,BROOKLYN,Brooklyn,11215,11/10/2019,2019,11/14/2019,0.001,0,,0.038,0.015,
19264779,BROOKLYN,Brooklyn,11220,11/10/2019,2019,11/14/2019,0,0,,0.002,0.002,
19265275,BROOKLYN,Brooklyn,11234,11/12/2019,2019,11/14/2019,0,0,,0.112,0.047,
19265471,BROOKLYN,Brooklyn,11222,11/11/2019,2019,11/14/2019,0,0,,0.146,0.012,
19265441,BROOKLYN,Brooklyn,11229,11/12/2019,2019,11/14/2019,0,0,,0.127,0.072,
16230548,BROOKLYN,Brooklyn,11220,11/12/2019,2019,11/14/2019,0.002,0,,0.111,0.114,
19265322,BROOKLYN,Brooklyn,11209,11/11/2019,2019,11/13/2019,0,0,,0.051,0.021,
19265435,BROOKLYN,Brooklyn,11201,11/10/2019,2019,11/13/2019,0,0,,0.066,0.032,
19265205,BROOKLYN,Brooklyn,11212,11/06/2019,2019,11/13/2019,0,0,,0.125,0.038,
19265150,BROOKLYN,Brooklyn,11201,11/10/2019,2019,11/13/2019,0.003,0,,0.247,0.13,
19258055,BROOKLYN,Brooklyn,11226,11/12/2019,2019,11/13/2019,0,0,,0.052,0.031,
19265086,BROOKLYN,Brooklyn,11237,11/12/2019,2019,11/13/2019,0.004,0,,0.102,0.014,
19265098,BROOKLYN,Brooklyn,11235,11/06/2019,2019,11/12/2019,0,0,,0.326,0.039,
19265404,BROOKLYN,Brooklyn,11238,11/08/2019,2019,11/12/2019,0,0,,0.238,0.018,
19264286,BROOKLYN,Brooklyn,11220,11/09/2019,2019,11/12/2019,0,0,,0.011,0.01,
19264892,BROOKLYN,Brooklyn,11218,11/07/2019,2019,11/12/2019,0,0,,0.166,0.17,
19265177,BROOKLYN,Brooklyn,11226,11/04/2019,2019,11/12/2019,0,0,,0.033,0.012,
19263918,BROOKLYN,Brooklyn,11207,11/07/2019,2019,11/12/2019,0,0,,0.269,0.162,
19265017,BROOKLYN,Brooklyn,11216,11/07/2019,2019,11/12/2019,0,0,,0.117,0.12,
19265383,BROOKLYN,Brooklyn,11216,11/05/2019,2019,11/12/2019,0,0,,0.144,0.043,
19264096,BROOKLYN,Brooklyn,11219,11/06/2019,2019,11/08/2019,0,0,,0.036,0.019,
19265149,BROOKLYN,Brooklyn,11213,11/05/2019,2019,11/07/2019,0.034,0,,1.346,0.014,
19259892,BROOKLYN,Brooklyn,11238,10/25/2019,2019,11/07/2019,0,0,,0.043,0.026,
19265042,BROOKLYN,Brooklyn,11238,10/27/2019,2019,11/07/2019,0,0,,0.14,0.1,
19264915,BROOKLYN,Brooklyn,11232,11/05/2019,2019,11/07/2019,0,0,,0.148,0.098,
19265084,BROOKLYN,Brooklyn,11218,11/02/2019,2019,11/07/2019,0.002,0,,0.147,0.157,
