geo_type,geo_area_id,geo_area_name,borough_id,borough_name,time_period,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number Tested,Children under 6 years with elevated blood lead levels (BLL) Number Tested _NOTES,"Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested_NOTES"
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2012,11,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,5,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2007,86,,5,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"2,000",,43.5,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2011,29,,3,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,13.2,,1.4,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2010,52,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,24,,1.8,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2013,13,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,5.9,,0.5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2015,10,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,4.6,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2008,65,,5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,29.8,,2.3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2009,63,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,28.6,,3.2,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2016,13,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,5.8,,0.4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2005,103,,3,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,53.3,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2006,80,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,41.9,,2.1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,Queens,2014,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,4.2,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2014,368,,50,,16,,"13,700",,26.9,,3.6,,1.2,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2008,"1,237",,103,,42,,"15,300",,81,,6.7,,2.8,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2006,"2,442",,217,,81,,"15,100",,162.3,,14.4,,5.4,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2015,265,,47,,21,,"13,100",,20.2,,3.6,,1.6,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2016,243,,34,,12,,"12,200",,19.9,,2.8,,1,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2009,834,,72,,26,,"15,900",,52.5,,4.5,,1.6,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2012,477,,69,,22,,"14,800",,32.1,,4.7,,1.5,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2013,357,,52,,17,,"14,300",,24.9,,3.6,,1.2,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2007,"2,132",,155,,52,,"15,300",,139.5,,10.1,,3.4,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2011,727,,73,,26,,"16,100",,45.1,,4.5,,1.6,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2005,"2,528",,220,,69,,"16,100",,156.8,,13.6,,4.3,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,Brooklyn,2010,801,,81,,28,,"16,000",,50,,5.1,,1.7,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2008,327,,42,,16,,"6,400",,50.7,,6.5,,2.5,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2016,131,,33,,13,,"7,600",,17.2,,4.3,,1.7,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2005,500,,52,,21,,"5,900",,84.3,,8.8,,3.5,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2009,281,,34,,19,,"6,600",,42.3,,5.1,,2.9,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2006,530,,42,,12,,"6,200",,85.2,,6.8,,1.9,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2010,284,,52,,17,,"7,100",,40.1,,7.3,,2.4,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2012,163,,34,,10,*Estimate is based on small numbers so should be interpreted with caution.,"6,900",,23.5,,4.9,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2014,167,,35,,11,*Estimate is based on small numbers so should be interpreted with caution.,"7,300",,22.8,,4.8,,1.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2007,437,,35,,12,,"6,200",,70.2,,5.6,,1.9,
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2013,169,,29,,9,*Estimate is based on small numbers so should be interpreted with caution.,"7,400",,22.7,,3.9,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2011,241,,35,,11,*Estimate is based on small numbers so should be interpreted with caution.,"7,100",,34.2,,5,,1.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,Brooklyn,2015,147,,37,,12,,"7,800",,18.9,,4.8,,1.5,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2010,"1,152",,136,,44,,"15,800",,73,,8.6,,2.8,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2008,"1,302",,152,,51,,"13,500",,96.8,,11.3,,3.8,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2007,"1,566",,138,,57,,"12,000",,130.2,,11.5,,4.7,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2012,887,,102,,33,,"16,900",,52.6,,6,,2,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2011,"1,061",,121,,35,,"17,000",,62.4,,7.1,,2.1,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2016,575,,86,,33,,"16,400",,35,,5.2,,2,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2015,591,,85,,25,,"17,000",,34.8,,5,,1.5,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2005,"1,537",,156,,59,,"12,000",,127.9,,13,,4.9,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2006,"1,660",,157,,54,,"11,900",,139.9,,13.2,,4.6,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2013,780,,76,,24,,"17,000",,45.8,,4.5,,1.4,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2014,702,,101,,34,,"17,100",,41.1,,5.9,,2,
Neighborhood (UHF 42),206,Borough Park,2,Brooklyn,2009,"1,223",,137,,51,,"14,300",,85.3,,9.6,,3.6,
Borough,1,Bronx,1,Bronx,2005,"8,245",,595,,167,,"64,500",,127.7,,9.2,,2.6,
Borough,1,Bronx,1,Bronx,2006,"7,272",,474,,144,,"67,200",,108.2,,7.1,,2.1,
Borough,1,Bronx,1,Bronx,2007,"6,174",,438,,135,,"68,300",,90.4,,6.4,,2,
Borough,1,Bronx,1,Bronx,2008,"4,254",,292,,105,,"69,800",,60.9,,4.2,,1.5,
Borough,1,Bronx,1,Bronx,2009,"2,742",,278,,103,,"70,000",,39.2,,4,,1.5,
Borough,1,Bronx,1,Bronx,2010,"2,625",,290,,101,,"70,100",,37.5,,4.1,,1.4,
Borough,1,Bronx,1,Bronx,2011,"1,996",,231,,75,,"70,100",,28.5,,3.3,,1.1,
Borough,1,Bronx,1,Bronx,2012,"1,396",,184,,81,,"66,800",,20.9,,2.8,,1.2,
Borough,1,Bronx,1,Bronx,2013,"1,312",,193,,74,,"65,300",,20.1,,3,,1.1,
Borough,1,Bronx,1,Bronx,2014,"1,186",,177,,68,,"63,400",,18.7,,2.8,,1.1,
Borough,1,Bronx,1,Bronx,2015,971,,155,,61,,"61,700",,15.7,,2.5,,1,
Borough,1,Bronx,1,Bronx,2016,884,,162,,71,,"59,000",,15,,2.7,,1.2,
Borough,2,Brooklyn,2,Brooklyn,2005,"15,015",,"1,301",,448,,"106,800",,140.6,,12.2,,4.2,
Borough,2,Brooklyn,2,Brooklyn,2006,"14,199",,"1,230",,412,,"103,800",,136.9,,11.9,,4,
Borough,2,Brooklyn,2,Brooklyn,2007,"12,622",,"1,002",,325,,"104,500",,120.7,,9.6,,3.1,
Borough,2,Brooklyn,2,Brooklyn,2008,"8,288",,777,,266,,"108,300",,76.6,,7.2,,2.5,
Borough,2,Brooklyn,2,Brooklyn,2009,"6,719",,698,,252,,"111,900",,60,,6.2,,2.3,
Borough,2,Brooklyn,2,Brooklyn,2010,"6,182",,707,,250,,"117,500",,52.6,,6,,2.1,
Borough,2,Brooklyn,2,Brooklyn,2011,"5,483",,595,,182,,"119,800",,45.8,,5,,1.5,
Borough,2,Brooklyn,2,Brooklyn,2012,"4,017",,460,,148,,"113,700",,35.3,,4,,1.3,
Borough,2,Brooklyn,2,Brooklyn,2013,"3,370",,380,,137,,"111,800",,30.1,,3.4,,1.2,
Borough,2,Brooklyn,2,Brooklyn,2014,"2,929",,412,,149,,"109,300",,26.8,,3.8,,1.4,
Borough,2,Brooklyn,2,Brooklyn,2015,"2,458",,423,,142,,"108,800",,22.6,,3.9,,1.3,
Borough,2,Brooklyn,2,Brooklyn,2016,"2,314",,376,,122,,"103,800",,22.3,,3.6,,1.2,
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2006,700,,46,,15,,"7,400",,94.2,,6.2,,2,
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2014,97,,8,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"7,300",,13.3,,1.1,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2012,129,,13,,3,*Estimate is based on small numbers so should be interpreted with caution.,"7,400",,17.4,,1.7,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2007,628,,35,,9,*Estimate is based on small numbers so should be interpreted with caution.,"7,300",,86,,4.8,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2009,272,,23,,6,*Estimate is based on small numbers so should be interpreted with caution.,"7,500",,36.1,,3.1,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2013,120,,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"7,300",,16.4,,1.2,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2010,262,,25,,5,*Estimate is based on small numbers so should be interpreted with caution.,"8,000",,32.8,,3.1,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2005,701,,46,,17,,"7,400",,94.9,,6.2,,2.3,
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2011,192,,11,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,"7,900",,24.2,,1.4,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2015,84,,13,,2,*Estimate is based on small numbers so should be interpreted with caution.,"7,200",,11.7,,1.8,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2016,88,,6,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"6,900",,12.8,,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,Brooklyn,2008,392,,25,,6,*Estimate is based on small numbers so should be interpreted with caution.,"7,400",,52.7,,3.4,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2015,67,,9,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,"5,300",,12.7,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2013,121,,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"5,900",,20.4,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2005,892,,60,,16,,"6,100",,146.2,,9.8,,2.6,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2010,249,,22,,6,*Estimate is based on small numbers so should be interpreted with caution.,"6,300",,39.6,,3.5,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2006,776,,42,,15,,"6,300",,124,,6.7,,2.4,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2007,617,,42,,13,,"6,200",,98.9,,6.7,,2.1,
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2009,289,,32,,8,*Estimate is based on small numbers so should be interpreted with caution.,"6,200",,46.6,,5.2,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2014,88,,9,*Estimate is based on small numbers so should be interpreted with caution.,6,*Estimate is based on small numbers so should be interpreted with caution.,"5,500",,16,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2008,425,,29,,11,*Estimate is based on small numbers so should be interpreted with caution.,"6,200",,68.8,,4.7,,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2012,94,,10,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"6,100",,15.4,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2016,69,,9,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,"5,100",,13.4,,1.8,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,Manhattan,2011,192,,22,,6,*Estimate is based on small numbers so should be interpreted with caution.,"6,300",,30.3,,3.5,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2012,37,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,100",,17.4,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2015,13,,2,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,900",,6.7,,1,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2014,24,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,"1,700",,14.4,,0.6,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2010,48,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,21.6,,1.8,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2007,186,,16,,3,*Estimate is based on small numbers so should be interpreted with caution.,"2,100",,88.2,,7.6,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2005,227,,12,,4,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,104.9,,5.5,,1.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2011,41,,4,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,19,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2006,188,,15,,3,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,84.5,,6.7,,1.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2009,89,,5,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"2,200",,41.3,,2.3,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2016,14,,2,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,"1,800",,7.8,,1.1,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2008,129,,16,,1,*Estimate is based on small numbers so should be interpreted with caution.,"2,100",,62,,7.7,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,Manhattan,2013,38,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,"1,800",,20.9,,1.1,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2005,"1,035",,79,,25,,"8,900",,115.7,,8.8,,2.8,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2014,262,,42,,19,,"10,600",,24.6,,3.9,,1.8,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2008,597,,66,,21,,"9,400",,63.7,,7,,2.2,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2007,863,,71,,28,,"9,100",,95.3,,7.8,,3.1,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2011,452,,60,,20,,"11,000",,41.1,,5.5,,1.8,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2010,518,,54,,17,,"10,500",,49.5,,5.2,,1.6,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2013,327,,36,,17,,"10,800",,30.2,,3.3,,1.6,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2006,919,,72,,26,,"9,100",,101.4,,7.9,,2.9,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2016,246,,60,,17,,"11,100",,22.2,,5.4,,1.5,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2009,608,,59,,22,,"9,800",,62,,6,,2.2,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2012,374,,36,,14,,"10,500",,35.6,,3.4,,1.3,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,Brooklyn,2015,223,,58,,29,,"11,100",,20,,5.2,,2.6,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2007,"1,093",,99,,22,,"12,100",,90.5,,8.2,,1.8,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2009,486,,55,,20,,"12,100",,40.3,,4.6,,1.7,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2006,"1,337",,103,,19,,"11,900",,111.9,,8.6,,1.6,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2014,191,,28,,12,,"10,900",,17.5,,2.6,,1.1,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2005,"1,534",,136,,37,,"11,300",,135.5,,12,,3.3,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2012,260,,29,,15,,"11,400",,22.8,,2.5,,1.3,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2015,163,,24,,10,*Estimate is based on small numbers so should be interpreted with caution.,"10,800",,15.1,,2.2,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2010,435,,40,,11,*Estimate is based on small numbers so should be interpreted with caution.,"11,900",,36.5,,3.4,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2016,137,,34,,14,,"10,300",,13.4,,3.3,,1.4,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2013,212,,30,,18,,"11,200",,19,,2.7,,1.6,
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2011,338,,25,,4,*Estimate is based on small numbers so should be interpreted with caution.,"11,900",,28.4,,2.1,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),105,Crotona -Tremont,1,Bronx,2008,746,,56,,21,,"12,100",,61.4,,4.6,,1.7,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2005,832,,84,,28,,"6,500",,127.4,,12.9,,4.3,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2007,699,,58,,19,,"6,700",,105.1,,8.7,,2.9,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2006,770,,74,,25,,"6,600",,117.2,,11.3,,3.8,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2014,144,,18,,3,*Estimate is based on small numbers so should be interpreted with caution.,"7,400",,19.5,,2.4,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2011,311,,31,,3,*Estimate is based on small numbers so should be interpreted with caution.,"8,300",,37.5,,3.7,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2008,476,,40,,12,,"7,100",,67.3,,5.7,,1.7,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2012,217,,25,,6,*Estimate is based on small numbers so should be interpreted with caution.,"7,600",,28.4,,3.3,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2015,132,,22,,4,*Estimate is based on small numbers so should be interpreted with caution.,"7,700",,17.2,,2.9,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,Brooklyn,2010,355,,49,,17,,"8,200",,43.5,,6,,2.1,
